Gene,P_value,minus_log10_p
CNCG2 Cyclic nucleotide gated channel (photoreceptor); cGMP gated 2 (beta),0.881311781457182,0.05487042415038363
PKU-alpha; partial cds,0.8814937394282598,0.0547807678132304
RPE65 Retinal pigment epithelium-specific protein (65kD),0.881577309911413,0.054739596245329945
CALCR Calcitonin receptor,0.8819123903345801,0.05457455577981852
(clone 8B1) Br-cadherin mRNA,0.8825345263440088,0.0542682952235715
Serine/Threonine Kinase (Gb:Z25427),0.8825804268146409,0.054245708228791226
GB DEF = Twist protein; partial,0.8826776509998363,0.054197869413933196
Sodium Channel; Type Iii; Alpha Subunit; Brain,0.8829056156665689,0.05408572086874681
KIAA0107 gene,0.8829778584228132,0.05405018666632379
Helicase-like protein (HLP) mRNA,0.8832525241940743,0.05391511274735831
THYROTROPIN BETA CHAIN PRECURSOR,0.8833818313710907,0.05385153717681413
H_LUCA14.3 gene extracted from Human cosmid LUCA14,0.883444414545996,0.053820770679434415
IL7 Interleukin 7,0.8838682051865511,0.053612488411602405
MPL gene (thrombopoietin receptor) extracted from Human thrombopoietin receptor (MPL) gene,0.8840228710580444,0.05353649896224969
DAP-1 mRNA,0.8841117955849992,0.05349281515001136
A-KINASE ANCHOR PROTEIN 79,0.8841785591530109,0.053460020706366115
CHD5 protein,0.8841836930071773,0.053457499045962406
KIAA0141 gene,0.88432255521366,0.05338929788443983
COL10A1 gene for collagen (alpha-1 type X),0.8843488903713081,0.053376364771649386
Metallothionein-If gene (hMT-If),0.8845373578658503,0.05328382021906542
N-Ethylmaleimide-Sensitive Factor,0.8849591875731811,0.05307675757388624
Microtubule-Associated Protein 1b,0.8849991957762489,0.05305712395765031
GB DEF = Dynactin mRNA; partial cds,0.8854314176042871,0.052845072090510474
GB DEF = Alpha1(XI) collagen (COL11A1) gene; 5' region and exon 1,0.8855674231757275,0.052778367959552666
HTS1,0.8856908069655484,0.05271786306167798
Beta-1-Glycoprotein; Domains N And Iia; Pregnancy-Specific,0.8857607847427893,0.05268355113052541
mRNA; clone RES4-22A,0.8857823700031033,0.052672967860882575
GB DEF = H19 RNA gene,0.885845877600651,0.05264183153279228
Transcription factor AREB6,0.8858643097164829,0.052632795104314116
GB DEF = Clone CE29 7.2 (CAC)n/(GTG)n repeat-containing mRNA,0.8859211520169781,0.05260492909233311
PRPS1 Phosphoribosyl pyrophosphate synthetase 1,0.8860812556612373,0.05252645049758369
NF1 Neurofibromin,0.8862424183519411,0.05244746710591488
NF1 Neurofibromin,0.8862424183519411,0.05244746710591488
NF1 Neurofibromin,0.8862424183519411,0.05244746710591488
UDP-galactose transporter 2,0.8865722820792574,0.052285850668312074
PTPRB Protein tyrosine phosphatase; receptor type; beta polypeptide,0.8865939924365496,0.05227521580737646
CRYBA4 Beta-A4 crystallin,0.8867323005312223,0.05220747143040656
FGF2 Fibroblast growth factor 2 (basic),0.8871129224275259,0.05202109441210341
CCKAR Cholecystokinin A receptor,0.8872685662096732,0.051944904217001237
NAGLU N-acetylglucosaminidase; alpha- (Sanfilippo disease IIIB,0.8873064222381715,0.05192637508817536
TRANSLATIONALLY CONTROLLED TUMOR PROTEIN,0.8876007588990013,0.05178233511791609
KIAA0109 gene,0.8876524393953705,0.051757049086128507
CGMP-GATED CATION CHANNEL PROTEIN,0.8880795878329824,0.051548111915269465
Nf-Kappa B-Binding Protein Kbp-1,0.888167446147327,0.051505148993547
ELP-1 mRNA sequence,0.8882122456687636,0.051483243558525925
HLA-SB alpha gene (class II antigen) extracted from Human HLA-SB(DP) alpha gene,0.8890087798099474,0.05109394993621641
CTH Cystathionase (cystathionine gamma-lyase),0.8892103950106847,0.05099546897193141
GB DEF = ATP-binding cassette protein (ABC2) mRNA HFBCD04 clone; partial cds,0.8892943922021299,0.050954446291498444
Transcription factor Stat5b (stat5b) mRNA,0.8895849333667176,0.05081258121515007
Ceramide glucosyltransferase,0.8897766343048167,0.05071900308979676
ADORA2B Adenosine A2b receptor,0.8898943902820216,0.050661530927268626
EDN1 Endothelin 1 {alternative products},0.890282216529963,0.05047230160986451
GB DEF = Axonemal dynein heavy chain (partial; ID hdhc8),0.8903522333415036,0.0504381475869426
Calcium Channel; Voltage-Gated; Beta 1 Subunit; L Type; Alt. Splice 2; Skeletal Muscle Isoform,0.8905765446390465,0.05032874718814954
GB DEF = Mariner1 transposase gene; complete consensus sequence,0.890799098205128,0.05022023129306783
Retinoic acid-responsive protein (NN8-4AG) mRNA,0.891003045877061,0.050120811333114926
GNA15 Guanine nucleotide binding protein (G protein); alpha 15 (Gq class),0.8910309322932827,0.05010721909319755
RECA Replication protein A (E coli RecA homolog; RAD51 homolog),0.8912708892431209,0.04999027820408494
RECA Replication protein A (E coli RecA homolog; RAD51 homolog),0.8912708892431209,0.04999027820408494
RNS4 Ribonuclease 4 (2';5'-oligoisoadenylate synthetase-dependent),0.8912999020319161,0.04997614121256555
Metabotropic glutamate receptor 8 mRNA,0.8914914259798682,0.049882829345090106
Metabotropic glutamate receptor 8 mRNA,0.8914914259798682,0.049882829345090106
Proteasome subunit p44.5,0.8922568845713053,0.04951009238346128
Gene encoding prepro form of corticotropin releasing factor,0.8925851254135498,0.049350354785027674
GB DEF = MHC class III HSP70-HOM gene (HLA),0.8932436749619708,0.04903005034392644
XPF Xeroderma pigmentosum; complementation group F,0.8933512574851746,0.04897774694220444
Type IIx myosin heavy chain {3' region} [human; skeletal muscle; mRNA Partial; 827 nt],0.8935098853408928,0.04890063831753922
ICH-2 PROTEASE PRECURSOR,0.8935238902650373,0.04889383121477644
Fetal beta-MHC binding factor,0.8942815716586037,0.04852571860411989
PDK1 Pyruvate dehydrogenase kinase; isoenzyme 1,0.8945671420785812,0.04838705773504562
GB DEF = CNG2=cyclic nucleotide-gated cation channel [human; peripheral leucocytes; Genomic; 784 nt],0.8945671914170206,0.04838703378221933
NF-AT3 mRNA,0.8952736041289632,0.048044219874483825
LYL-1 protein gene,0.8953125716630608,0.04802531725447767
Peroxisome assembly factor-2,0.8953403534222422,0.04801184120387961
Guanylate cyclase activating protein (GCAP) gene,0.8957036478846814,0.04783565705386199
Ig germline H-chain G-E-A region A: gamma-3 5' flank,0.8960309001618699,0.04767701317448979
GB DEF = DGS-A mRNA; 3' end,0.8963270558867572,0.04753349407682399
MLN64 mRNA,0.8964418955784574,0.04747785473251659
Nuclear pore complex protein hnup153,0.8966124133670209,0.047395252733800484
PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,0.8976258299440032,0.04690465871631618
PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,0.8976258299440032,0.04690465871631618
PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,0.8976258299440032,0.04690465871631618
GLI Glioma-associated oncogene homolog (zinc finger protein),0.8977622465970624,0.04683866184293662
Clone 23720 mRNA sequence,0.8982260540748161,0.04661435188205724
GB DEF = DNA sequence from PAC 46H23; BRCA2 gene region chromosome 13q12-13 contains Klotho; ESTs,0.8983222083585276,0.04656786354022938
Dna-Binding Protein Ap-2; Alt. Splice 3,0.8985111256120587,0.04647654096790612
SWI/SNF complex 60 KDa subunit (BAF60a) mRNA; alternatively spliced,0.8986132577969745,0.046427178280725526
CGM6 Carcinoembryonic antigen gene family member 6 (NCA-95),0.8989724362549097,0.0462536241354162
N-sulphoglucosamine sulphohydrolase mRNA,0.8992096380503591,0.046139046826554383
Putative endothelin receptor type B-like protein mRNA,0.8994277577143195,0.046033713570234905
TYROSINE-PROTEIN KINASE RECEPTOR TIE-2 PRECURSOR,0.8996364171445612,0.04593297270637495
FLT3LG Fms-related tyrosine kinase 3 ligand,0.8997202688823788,0.04589249563216135
GB DEF = Mercurial-insensitive water-channel gene; 5' region and partial exon 1,0.8997845278324319,0.04586147897970921
Meis1-related protein 2 (MRG2); mRNA; partial cds,0.8998135175664697,0.04584748687568607
CALB2 Calbindin 2; (29kD; calretinin),0.8999214026274043,0.04579541933376742
KALLMANN SYNDROME PROTEIN PRECURSOR,0.9000366538365255,0.04573980363312074
KALLMANN SYNDROME PROTEIN PRECURSOR,0.9000366538365255,0.04573980363312074
Gamma-B-crystallin gene (gamma 1-2),0.9001182349852197,0.04570044008396231
L-arginine:glycine amidinotransferase,0.9007024860552273,0.04541863854570986
Oviductal glycoprotein mRNA,0.9007246682094838,0.045407943040018134
AFFX-HSAC07/X00351_M_at (endogenous control),0.9009482268079134,0.04530016513377689
EPLG8 Eph-related receptor tyrosine kinase ligand 8),0.9017771884267861,0.0449007549084385
Fas-binding protein (DAXX) mRNA; partial cds,0.9024269424633624,0.04458794706142439
EHHADH Enyol-coA: hydratase 3-hydroxyacyl-coA dehydrogenase,0.9029512246808319,0.04433570862789133
An acute myeloid leukaemia protein (1793bp),0.9030809193445054,0.04427333357321817
SP2 Sp2 transcription factor,0.9031769274356867,0.04422716543135329
Neurofilament subunit M (NF-M),0.9033153497819425,0.04416060986172611
WUGSC:GS345D13.2 gene (G-protein gamma-1 subunit) extracted from Human BAC clone GS345D13 from 7q31-q32,0.9033265889022531,0.04415520636939273
ROS1 Transmembrane tyrosine-specific protein kinase ROS1,0.9035623477883433,0.04404187479511546
RXRA Retinoid X receptor; alpha,0.9041548292961832,0.04375719369349192
Herpesvirus associated ubiquitin-specific protease (HAUSP),0.9047245811099456,0.04348360986526027
Erm gene; exon 2;3;4;5 (and joined CDS),0.9051502156448574,0.043279340781499406
Heparin cofactor II (HCF2) gene; exons 1 through 5,0.9054375890609011,0.04314147981772058
Tyrosine kinase (Tnk1) mRNA,0.9059913030431663,0.04287597126191848
TGFB3 gene (transforming growth factor-beta 3) extracted from Human transforming growth factor beta-3 gene; 5' end,0.9061876001783968,0.04278188478643209
SP-C1 gene (pulmonary surfactant protein SP-C) extracted from Human pulmonary surfactant protein C (SP-C) and pulmonary surfactant protein C1 (SP-C1) genes,0.9065124937238296,0.04262620599988271
GB DEF = P73,0.9065766357657481,0.042595477742322994
Olfactory Receptor Or17-210,0.9067599749417785,0.042507658203173065
ETV4 Ets variant gene 4 (E1A enhancer-binding protein; E1AF),0.9068059121607197,0.042485657038675774
PUTATIVE GLUCOSAMINE-6-PHOSPHATE ISOMERASE,0.9068924193531667,0.04244422832288511
GCG Glucagon,0.9075260985882896,0.04214087669416394
TFCOUP2 Transcription factor COUP 2 (a.k.a. ARP1),0.9076162952964419,0.04209771541623818
MMP3 Stromelysin,0.9080559180060144,0.04188740683827033
LI-cadherin,0.9080901647138836,0.041871028027783405
Protein Phosphatase Inhibitor Homolog,0.9082356749515827,0.041801443273717466
CNTN1 Contactin 1,0.9089617507414295,0.04145439157609114
Cytochrome P-450IID (clone pMP33),0.9089979035363881,0.04143711841018668
GB DEF = Dystrophin; dystrophin {Purkinje promoter; alternatively spliced} [human; cortical brain and adult heart; mRNA Partial; 377 nt],0.9092702274334549,0.04130702894246036
RAC2 Ras-related C3 botulinum toxin substrate 2,0.9093732037088952,0.04125784719800991
(clone zap128) mRNA; 3' end of cds,0.9095957903975986,0.04115155822723058
(clone p4) 50 kD dystrophin-associated glycoprotein mRNA,0.9097051915716203,0.04109932681888252
Phosphatidylinositol 4-kinase,0.9098990286168078,0.04100679861027782
INPPL1 Inositol polyphosphate phosphatase-like protein 1 (51C protein),0.9105114425599421,0.04071459197843444
Cyclin-selective ubiquitin carrier protein mRNA,0.9105168644413711,0.0407120058646688
Protein phosphatase 2C alpha [human; teratocarcinoma; mRNA; 2346 nt],0.9105249477348571,0.04070815034665364
GB DEF = Gastric lipase,0.9106631191319471,0.04064225152322088
CD5 CD5 antigen (p56-62),0.9108238993592688,0.04056558233480784
Lectin; Galactoside-Binding; Soluble; 2,0.9114999156067378,0.04024336721913081
KIAA0150 gene; partial cds,0.911729525324364,0.040133980839506894
KIAA0382 gene; partial cds,0.9121957339494311,0.039911963148088495
Thyroid receptor interactor (TRIP4) mRNA; 3' end of cds,0.9123565008582516,0.039835429102943506
GB DEF = Protein kinase C-Epsilon,0.9124794256326842,0.039776919128944134
GB DEF = KIAA0013 gene,0.9127356699302442,0.039654976805049105
D-BETA-HYDROXYBUTYRATE DEHYDROGENASE PRECURSOR,0.9130829817440791,0.039489751626820946
GB DEF = Serine/threonine protein kinase; NIK,0.9137535059714048,0.039170943690866995
Alpha-mannosidase (6A8) mRNA,0.9139501995580981,0.03907746799303042
Monocyte chemoattractant protein-4 precursor (MCP-4) mRNA,0.9140347577728734,0.03903728914368552
CGMP-DEPENDENT PROTEIN KINASE; BETA ISOZYME,0.9141603931179966,0.03897759886699013
Mitochondrial 3-ketoacyl-CoA thiolase beta-subunit of trifunctional protein,0.9144403995071393,0.03884459528179732
H105e3 mRNA,0.9146992735368663,0.038721665835756654
GB DEF = Sialoprotein mRNA,0.9148549335394673,0.038647765559848654
Biliary Glycoprotein; Alt. Splice 5; A,0.9149511995022572,0.03860206915986574
DRD1 Dopamine receptor D1,0.9150578645524668,0.03855144204147564
KIAA0009 gene,0.9153793059062532,0.03839890994707445
APOF Apolipoprotein F,0.9160032740425532,0.03810297404386004
LST1 mRNA; cLST1/E splice variant,0.916051189753951,0.038080256892735476
LST1 mRNA; cLST1/E splice variant,0.916051189753951,0.038080256892735476
Myleoid differentiation primary response protein MyD88 mRNA,0.9162706749507454,0.037976212715651374
GC Group-specific component (vitamin D binding protein),0.9162960624422625,0.0379641797050647
Cytochrome P450; Subfamily Iic; Alt. Splice Form 2,0.9165052896159032,0.0378650241612639
Ribosomal protein S1 homolog mRNA; partial cds,0.9165831885373239,0.03782811260773792
Hyaluronoglucosaminidase 1 (HYAL1) mRNA,0.9167009998975548,0.037772294940136786
GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA; splice variant IL8RB10; partial cds,0.9168144384480527,0.037718555838137595
60S RIBOSOMAL PROTEIN L18A,0.9168824672611908,0.0376863318232768
G protein gamma-4 subunit mRNA,0.9174178563778648,0.03743281112914738
CSNK2A2 Casein kinase 2; alpha prime polypeptide,0.9176439926447524,0.037325774155525016
Stat2 gene,0.917856308499154,0.037225302797017495
GPC1 Glypican 1,0.9183954159141118,0.036970292681483205
Pp52,0.9184966242750198,0.036922435505614803
OTC Ornithine carbamoyltransferase,0.9187762535580899,0.036790237989373406
GB DEF = Gene encoding plakophilin 1b,0.9189454524463706,0.036710267073764125
GB DEF = Clone SCC-S1c; mRNA sequence,0.9191623273203618,0.03660778389784625
E-MAP-115 mRNA,0.9192030265567577,0.03658855436466342
Gag 2 protein from  Human endogenous retrovirus HERV-K10./ntype=DNA /annot=CDS,0.9195044170580409,0.036446180184113754
SWI/SNF complex 155 KDa subunit (BAF155) mRNA,0.919581330859298,0.03640985426562355
ABR Active BCR-related gene,0.919604293015446,0.03639900996847516
Caldesmon 1; Alt. Splice 6; Non-Muscle,0.9199258651363853,0.03624717011038794
RPL27 Ribosomal protein L27,0.9208428417692518,0.03581448356684191
RPL27 Ribosomal protein L27,0.9208428417692518,0.03581448356684191
RPL27 Ribosomal protein L27,0.9208428417692518,0.03581448356684191
GPI8 protein,0.9210917183380036,0.035697122479773316
Protein phosphatase-1 inhibitor mRNA,0.9212611658692669,0.03561723536516235
GB DEF = DLX-2 (Dlx2) mRNA,0.9216674772562534,0.03542573712477198
Transmembrane protein mRNA,0.9216781301970739,0.035420717432972766
Transmembrane protein mRNA,0.9216781301970739,0.035420717432972766
GB DEF = DAP-kinase mRNA,0.9218040160740897,0.03536140409279958
LEPR Leptin receptor,0.922045883922904,0.03524746653997327
LEPR Leptin receptor,0.922045883922904,0.03524746653997327
Sigma 3B protein,0.9222034354996371,0.035173264229216024
HTN1 Histatin 1,0.9222075304294309,0.03517133580280121
PTCH Patched (Drosophila) homolog,0.9231445310510383,0.03473029883975163
DEAD-box protein p72 (P72) mRNA,0.9235081467879578,0.03455926904945777
High affinity IgE receptor beta chain gene,0.9236044996241373,0.03451395995021283
GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA; splice variant IL8RB1; partial cds,0.9237966534258414,0.03442361537516479
Cerebroside sulfotransferase,0.924016624967636,0.034320214854835704
CENPC Centromere autoantigen C,0.9240541154314486,0.034302594423751456
PRL Prolactin,0.9246524458329316,0.034021477229452854
PRL Prolactin,0.9246524458329316,0.034021477229452854
GB DEF = Keratin 4,0.9247506727246175,0.03397534407800982
Tubulin-folding cofactor C mRNA,0.9249252937963697,0.033893343803925134
HYALURONIDASE PRECURSOR,0.9251718430775475,0.03377759313242523
Lecithin-cholesterol acyltransferase mRNA; with 5' and 3' flanking DNA sequences,0.9255294546517214,0.03360975542090259
GB DEF = C-erb-A mRNA for thyroid hormone receptor,0.9257815478305786,0.033491479586066596
LTF Lactotransferrin,0.9257961993274595,0.03348460645934332
ABL1 V-abl Abelson murine leukemia viral oncogene homolog 1,0.9260705523817157,0.03335592547479786
PMS4 mRNA (yeast mismatch repair gene PMS1 homologue); partial cds (C-terminal region),0.9261176226530459,0.03333385173587615
PLA2G2A Phospholipase A2; group IIA (platelets; synovial fluid),0.9264861097182839,0.033161087427568105
Steroidogenic factor 1 mRNA,0.9267642991364949,0.033030704474910334
Steroidogenic factor 1 mRNA,0.9267642991364949,0.033030704474910334
MYH3 Myosin; heavy polypeptide 3; skeletal muscle; embryonic,0.9271002622235055,0.032873296086562795
100 kDa coactivator mRNA,0.9271235232325552,0.032862399744973875
HERV1 mRNA,0.927188999155729,0.032831729799319705
GB DEF = Tyrosine hydroxylase (TH) gene; 3' end; insulin (INS) gene; insulin-like growth factor 2 (IGF2) gene; 5' end,0.9274201270290449,0.032723483205363564
GB DEF = Nuclear phosphoprotein mRNA,0.927512705590021,0.03268013246241393
HFREP-1 mRNA for unknown protein,0.9276026348622832,0.03263802641554555
ADAR Double-stranded RNA adenosine deaminase,0.928185734708791,0.03236511053976698
